score,cancer_type,element,confidence
0.2984376961293535,Colon Adenocarcinoma,C,0.9773202800922577
0.297930472550164,Breast Cancer,C,0.8536332080985722
0.2974299319155886,Breast Cancer,C,0.9893084324205144
0.2972407159293379,Breast Cancer,C,0.6762797104619329
0.2966710154173506,Breast Cancer,C,0.31483342440884815
0.2964978495826502,Colon Adenocarcinoma,C,0.8979249955586758
0.2960561047601514,Lung Adenocarcinoma,C,0.9568875674590688
0.2958913765133906,Colon Adenocarcinoma,C,0.950501511969618
0.2958886632102409,Colon Adenocarcinoma,C,0.8213746325437509
0.2954422319025575,Breast Cancer,C,0.7007002797700934
0.2953232092894284,Breast Cancer,C,0.42894126516171066
0.2952829427538738,Breast Cancer,C,0.7925989270426391
0.2950392735069091,Breast Cancer,C,0.9681631224776124
0.2950286913937996,Breast Cancer,C,0.8270300493931532
0.2946619954996874,Breast Cancer,C,0.8224264116494914
0.2945867674793941,Colon Adenocarcinoma,C,0.8819669193950234
0.2941604553954444,Breast Cancer,C,0.8045673759284958
0.2941372189936982,Lung Squamous Cell Carcinoma,C,0.8827336047813692
0.2940480632869295,Colon Adenocarcinoma,C,0.7929609723494373
0.2937995825405998,Breast Cancer,C,0.9308860175777747
0.2937542201046734,Breast Cancer,C,0.6809545898753212
0.2933604735228184,Breast Cancer,C,0.9329235751300659
0.2932684201044403,Breast Cancer,C,0.9554660937485803
0.2932574033276273,Colon Adenocarcinoma,C,0.9656772795219797
0.2928746820005308,Breast Cancer,C,0.9952499166325007
0.2928136509263689,Breast Cancer,C,0.935042162488924
0.2926391176401325,Colon Adenocarcinoma,C,0.9271756408123422
0.2924649653310938,Colon Adenocarcinoma,C,0.8697015821380889
0.2924003422612506,Colon Adenocarcinoma,C,0.47407192077654636
0.2922930023626828,Breast Cancer,C,0.813063884563971
0.2922290566123067,Colon Adenocarcinoma,C,0.224283399767233
0.2919194909121124,Colon Adenocarcinoma,C,0.949792693624757
0.2916953227294341,Colon Adenocarcinoma,C,0.9700796194758946
0.2916512985603336,Melanoma,C,0.6728157565509629
0.29152862745067,Breast Cancer,C,0.6381489352682971
0.2914115256049348,Colon Adenocarcinoma,C,0.6643995383680992
0.2911172872139764,Breast Cancer,C,0.7227305565388741
0.2910940883533632,Breast Cancer,C,0.7904581148038042
0.2909654462679874,Breast Cancer,C,0.9708851525478907
0.2909399042472578,Breast Cancer,C,0.9798026665576735
0.2909109895953253,Breast Cancer,C,0.9055811356209064
0.2908634696094623,Breast Cancer,C,0.9696745870596039
0.2907645005635272,Breast Cancer,C,0.08701601029336957
0.2904390621828127,Colon Adenocarcinoma,C,0.8566074010807603
0.2903070880117251,Colon Adenocarcinoma,C,0.8783679856481214
0.2902150843788949,Colon Adenocarcinoma,C,0.7827121761695324
0.2901904295791707,Breast Cancer,C,0.8742790448244425
0.2901322106928873,Colon Adenocarcinoma,C,0.9324635433913625
0.2900268691383654,Breast Cancer,C,0.552074270510047
0.2899970029618688,Colon Adenocarcinoma,C,0.4429015887100543
0.2899486959996026,Breast Cancer,C,0.8824809133942428
0.2899111466362838,Breast Cancer,C,0.7965088686284524
0.2898703958937634,Breast Cancer,C,0.8692176219507854
0.2897367598273495,Breast Cancer,C,0.8263019588553782
0.2895008311453834,Breast Cancer,C,0.961268955567873
0.2893368866388559,Colon Adenocarcinoma,C,0.6086899376111039
0.2892713699921869,Breast Cancer,C,0.7322712882862542
0.2892020360376947,Breast Cancer,C,0.13099873646234
0.2889810503785505,Melanoma,C,0.9361329947357981
0.2889599735016624,Breast Cancer,C,0.9738877606101946
0.2882648347269678,Breast Cancer,C,0.8805501393733237
0.2880671677024169,Breast Cancer,C,0.9599053736630986
0.28799270040085,Breast Cancer,C,0.8325485151154827
0.2879862317435319,Melanoma,C,0.9753283997520855
0.2877771832767394,Breast Cancer,C,0.5894044166877462
0.287758775515527,Colon Adenocarcinoma,C,0.7844609493387759
0.2876452215530146,Colon Adenocarcinoma,C,0.9736412581299274
0.2873207928965858,Colon Adenocarcinoma,C,0.7266887703014612
0.2870906597603604,Breast Cancer,C,0.7456514357616001
0.2870035220013498,Breast Cancer,C,0.9908029714526014
0.286883920489353,Lung Adenocarcinoma,C,0.9795084406948927
0.2868250085940774,Colon Adenocarcinoma,C,0.7552400573528613
0.286653854216211,Lung Adenocarcinoma,C,0.8243369894778816
0.2865534530957552,Breast Cancer,C,0.6222133651739934
0.2865030634693911,Breast Cancer,C,0.736447618616091
0.286494629334012,Breast Cancer,C,0.9960203485739396
0.2863703752490921,Breast Cancer,C,0.7833964700449446
0.2862947840046918,Colon Adenocarcinoma,C,0.8608454955662828
0.2862296712301772,Melanoma,C,0.6890036208678326
0.2862011146547021,Breast Cancer,C,0.9698745082906731
0.2861071321543431,Colon Adenocarcinoma,C,0.7511104673915835
0.2860262555909343,Breast Cancer,C,0.7026412463416657
0.285989637581812,Colon Adenocarcinoma,C,0.050265819819655354
0.2859687080133681,Breast Cancer,C,0.9294573393502706
0.2858794858104649,Colon Adenocarcinoma,C,0.9895640217128129
0.2858682146803689,Breast Cancer,C,0.5462414906171671
0.2858479770333217,Breast Cancer,C,0.7042629097680109
0.2857244799923408,Lung Adenocarcinoma,C,0.7694554045043405
0.2857221139933463,Colon Adenocarcinoma,C,0.7876136639724574
0.2855788957153711,Colon Adenocarcinoma,C,0.8281763256993032
0.2855398881962454,Breast Cancer,C,0.9256247398223694
0.2853327490805801,Colon Adenocarcinoma,C,0.5700875149226604
0.2852694618938427,Breast Cancer,C,0.5261710858494673
0.2852219176324719,Breast Cancer,C,0.9577201548750638
0.2851030862205038,Breast Cancer,C,0.9963768410057975
0.2849306016812732,Breast Cancer,C,0.9579689261600215
0.2849104690543081,Breast Cancer,C,0.6312203922837305
0.2847579030967815,Colon Adenocarcinoma,C,0.8723151027666961
0.2847251923950211,Breast Cancer,C,0.9605373719498694
0.2847053245582647,Breast Cancer,C,0.6318363436301085
0.2846987431642283,Breast Cancer,C,0.9675255550573396
0.2846823112275828,Breast Cancer,C,0.867579001003317
0.284588536754736,Breast Cancer,C,0.9429613818326424
0.2844063293058289,Colon Adenocarcinoma,C,0.959321922051849
0.2842973546342019,Breast Cancer,C,0.6861168245160958
0.2842521925180692,Breast Cancer,C,0.9551844979872445
0.2841045593710912,Colon Adenocarcinoma,C,0.7075572348854967
0.2841021830221769,Colon Adenocarcinoma,C,0.08594408005290745
0.2839490531494488,Colon Adenocarcinoma,C,0.9235475652623851
0.2838984427421008,Breast Cancer,C,0.8806838800036912
0.2838573274642081,Breast Cancer,C,0.863589092045979
0.2837465228009597,Breast Cancer,C,0.9929596772086936
0.283642390240081,Colon Adenocarcinoma,C,0.9657918098354272
0.2836163000583125,Colon Adenocarcinoma,C,0.9873297938996699
0.2835182721957516,Colon Adenocarcinoma,C,0.4856213989636418
0.2835089678552181,Lung Adenocarcinoma,C,0.9464630774879869
0.2831284858488958,Breast Cancer,C,0.958884029566549
0.283065701657983,Breast Cancer,C,0.917665764007927
0.2830140239731408,Breast Cancer,C,0.8193290545234729
0.2829355081086156,Colon Adenocarcinoma,C,0.9341450488559825
0.2828506171068955,Breast Cancer,C,0.8681975057933826
0.2828332262670878,Breast Cancer,C,0.8303816822640654
0.2825676191874914,Breast Cancer,C,0.7520676346785459
0.2824965163378618,Colon Adenocarcinoma,C,0.864735202519923
0.2824144352621924,Colon Adenocarcinoma,C,0.549591971369178
0.2824068245931646,Breast Cancer,C,0.8727829223611905
0.2822943114425985,Breast Cancer,C,0.6216614633822622
0.2822702222874981,Colon Adenocarcinoma,C,0.8984306200122665
0.2822678563846479,Breast Cancer,C,0.576547154814453
0.2822438728033289,Colon Adenocarcinoma,C,0.9901494710519261
0.2821577038707059,Breast Cancer,C,0.5030203158062165
0.2821476158429776,Breast Cancer,C,0.8712115128261166
0.2821069685117991,Colon Adenocarcinoma,C,0.7792041598369291
0.2820117394622978,Breast Cancer,C,0.8828836312782807
0.2819618566879973,Breast Cancer,C,0.952927175696632
0.2818572315383557,Lung Adenocarcinoma,C,0.9181077914678337
0.2817682665005325,Breast Cancer,C,0.9829092760303331
0.2817520905186106,Breast Cancer,C,0.45598228171640953
0.2817440340058529,Lung Adenocarcinoma,C,0.709503236504936
0.281740172264553,Breast Cancer,C,0.9604675526393799
0.2816893687371617,Colon Adenocarcinoma,C,0.9455978331576574
0.2816374593128019,Colon Adenocarcinoma,C,0.7938450658178817
0.2815580816553671,Breast Cancer,C,0.7069364780249942
0.2814884723934507,Breast Cancer,C,0.7079778357573333
0.2814879083414339,Lung Adenocarcinoma,C,0.9991246677977788
0.2813640646573431,Breast Cancer,C,0.8202783155266782
0.2813243937942914,Colon Adenocarcinoma,C,0.9632394746710222
0.2812922124963439,Breast Cancer,C,0.8792873797975114
0.2812865133213333,Breast Cancer,C,0.5139012093207033
0.2811935505233335,Breast Cancer,C,0.8226382705840011
0.2811852954996882,Breast Cancer,C,0.9770063196438074
0.2811720492277078,Colon Adenocarcinoma,C,0.7502304281161313
0.2810785782358238,Breast Cancer,C,0.6289037592432386
0.280933108564108,Colon Adenocarcinoma,C,0.8470316356678287
0.280755166188895,Breast Cancer,C,0.06178894110306175
0.2807133762163745,Breast Cancer,C,0.9855827154016047
0.2806041360531426,Colon Adenocarcinoma,C,0.7763711489294565
0.280600042095908,Melanoma,C,0.46312776191282046
0.2805351836939144,Colon Adenocarcinoma,C,0.30792366481258615
0.2805343977625903,Colon Adenocarcinoma,C,0.9553967169209663
0.2803624528744974,Breast Cancer,C,0.943795130340587
0.2803567439394679,Breast Cancer,C,0.7708760550095387
0.2800673009865139,Colon Adenocarcinoma,C,0.6066729468866089
0.2800453061684435,Breast Cancer,C,0.8900051504737526
0.2799344419483737,Breast Cancer,C,0.8097456115397927
0.2799198228287402,Breast Cancer,C,0.9788407079818838
0.279818643928048,Breast Cancer,C,0.8770681811455393
0.2797953252700579,Colon Adenocarcinoma,C,0.9858214607970218
0.2797788158052491,Breast Cancer,C,0.8166656848839358
0.2796995489738094,Breast Cancer,C,0.522178220047907
0.2795043919526081,Breast Cancer,C,0.7581683631665157
0.2794487703785789,Breast Cancer,C,0.9351849080688222
0.2794455235042287,Colon Adenocarcinoma,C,0.00709981732706052
0.2794422548855053,Colon Adenocarcinoma,C,0.6934019897327642
0.2794329871332147,Colon Adenocarcinoma,C,0.9937563548194223
0.2793817176956714,Colon Adenocarcinoma,C,0.45628949187887663
0.2791671751952131,Lung Adenocarcinoma,C,0.8585141351013433
0.2790749920059532,Breast Cancer,C,0.7529779152695324
0.2789344508451651,Colon Adenocarcinoma,C,0.2438960693134526
0.278908384383823,Breast Cancer,C,0.5210224008485628
0.2788673744252851,Breast Cancer,C,0.959540079925024
0.2788072740956294,Breast Cancer,C,0.940860252641191
0.2786421044464573,Breast Cancer,C,0.775905123589734
0.278506986992191,Colon Adenocarcinoma,C,0.9651177483153276
0.2782505775679846,Breast Cancer,C,0.4320000561399889
0.2781867493966206,Breast Cancer,C,0.8192207989065289
0.2781759564017902,Breast Cancer,C,0.7468456383707127
0.2781329402050021,Colon Adenocarcinoma,C,0.8564994056741587
0.2780711794400693,Breast Cancer,C,0.6080060198277286
0.2780704318848261,Breast Cancer,C,0.601161715722217
0.2780292506907164,Breast Cancer,C,0.9573864265311577
0.2779642219618226,Colon Adenocarcinoma,C,0.8352207287182526
0.2779502993686786,Breast Cancer,C,0.8932111657731102
0.277847548676807,Colon Adenocarcinoma,C,0.7637291667102358
0.2778074767296924,Colon Adenocarcinoma,C,0.9979550299914568
0.2777874293146601,Breast Cancer,C,0.29921160911137956
0.277719577421293,Breast Cancer,C,0.9389256105986945
0.2776748012191046,Breast Cancer,C,0.9780077481015632
0.2776232808861099,Breast Cancer,C,0.6799754400621344
0.2775321916239982,Lung Adenocarcinoma,C,0.6956901935530141
0.2775120871017311,Colon Adenocarcinoma,C,0.4014604107193745
0.2774845710633929,Breast Cancer,C,0.538063656043752
0.2774685248209211,Breast Cancer,C,0.9849605791245514
0.2773699762690527,Colon Adenocarcinoma,C,0.6696209031334651
0.2773588372689299,Colon Adenocarcinoma,C,0.8179323920088898
0.2773463957006504,Breast Cancer,C,0.7744072248300693
0.2773239344253153,Breast Cancer,C,0.6082861578167442
0.2773017667260338,Breast Cancer,C,0.9431985173699866
0.2771354580898926,Breast Cancer,C,0.6601549529101388
0.2771004433701145,Breast Cancer,C,0.8792581629909724
0.276955260385951,Colon Adenocarcinoma,C,0.9297020453543421
0.276949219427659,Breast Cancer,C,0.7183752852807859
0.2769197125047869,Colon Adenocarcinoma,C,0.9631916268190845
0.2768771941085393,Colon Adenocarcinoma,C,0.9961630350124575
0.2768616369504399,Colon Adenocarcinoma,C,0.8128582931373818
0.276775161582155,Breast Cancer,C,0.7382229985841827
0.2767440723615272,Melanoma,C,0.11441084775528354
0.2767205442887853,Colon Adenocarcinoma,C,0.6475811968103125
0.2766648982289593,Colon Adenocarcinoma,C,0.9575372555789472
0.2766365378184533,Breast Cancer,C,0.5699697585487492
0.2766213632378774,Breast Cancer,C,0.6320911218677396
0.276468640786507,Colon Adenocarcinoma,C,0.7074785002083419
0.2764529261909009,Breast Cancer,C,0.9069802806874983
0.2764443231175338,Breast Cancer,C,0.9844884339322574
0.2764171393038009,Breast Cancer,C,0.6504692396388916
0.2764025153698831,Breast Cancer,C,0.7909460295738933
0.2763259006543817,Breast Cancer,C,0.7271281560799542
0.276206348851385,Breast Cancer,C,0.8348660491271798
0.2762031197725382,Breast Cancer,C,0.6427114919591839
0.2761617081141563,Breast Cancer,C,0.8979859383995857
0.2761338623071984,Lung Adenocarcinoma,C,0.9483172577459369
0.2761208034083077,Breast Cancer,C,0.936268664523927
0.2760984629455981,Breast Cancer,C,0.9961040984146771
0.2760631169629273,Colon Adenocarcinoma,C,0.9381128302488198
0.2760399543712543,Breast Cancer,C,0.7712046768086452
0.2759520777048487,Lung Adenocarcinoma,C,0.9197281688126849
0.2758715791484397,Breast Cancer,C,0.9478734796573619
0.2757688029070725,Breast Cancer,C,0.9768369178621629
0.2757220848109475,Breast Cancer,C,0.8833436905981662
0.2757084213802324,Breast Cancer,C,0.30386136346395615
0.2756286110391162,Colon Adenocarcinoma,C,0.8809144530372548
0.2755646152536972,Colon Adenocarcinoma,C,0.6359496429225328
0.2755387599191109,Melanoma,C,0.5853083985774329
0.2754991168273574,Breast Cancer,C,0.4817304005833077
0.2754517448216908,Breast Cancer,C,0.2476354132253935
0.2753628985721605,Colon Adenocarcinoma,C,0.8817134592708703
0.2752449252879928,Breast Cancer,C,0.7365454391169094
0.2751244946322763,Breast Cancer,C,0.7792930591058925
0.2750893366708932,Colon Adenocarcinoma,C,0.9258797531023264
0.2750829105904939,Colon Adenocarcinoma,C,0.8231379508839319
0.275078764636649,Melanoma,C,0.9522804775612042
0.2749630117436022,Colon Adenocarcinoma,C,0.9067504169866039
0.2745984998910857,Breast Cancer,C,0.830069077814479
0.274584788504969,Breast Cancer,C,0.8703334374929241
0.2745033859025486,Colon Adenocarcinoma,C,0.6860635086951488
0.2744508582338802,Breast Cancer,C,0.6651736875395634
0.2743352842403193,Breast Cancer,C,0.9756550733906492
0.274273029446708,Breast Cancer,C,0.896983831615693
0.2742225019953104,Breast Cancer,C,0.9841285535963799
0.2741279519356546,Breast Cancer,C,0.8479819499031701
0.2740897078818513,Breast Cancer,C,0.6202036052892768
0.2739380772754616,Colon Adenocarcinoma,C,0.865548854819296
0.2739070639083658,Breast Cancer,C,0.3938783838980413
0.2738850854660842,Colon Adenocarcinoma,C,0.981829585790093
0.2738109057090749,Colon Adenocarcinoma,C,0.5691854772413681
0.2736396165733499,Breast Cancer,C,0.41813255784827275
0.2735378653630426,Colon Adenocarcinoma,C,0.8086968111421553
0.2735052574586951,Colon Adenocarcinoma,C,0.9844547368924069
0.2734670808793902,Breast Cancer,C,0.9728091148283163
0.2734590411168165,Colon Adenocarcinoma,C,0.9769169125643151
0.2733640946893164,Breast Cancer,C,0.8535425787401859
0.2733215168423308,Colon Adenocarcinoma,C,0.9425776343834346
0.2733093581797227,Prostate Cancer,C,0.9485068845640456
0.2732978233393593,Breast Cancer,C,0.9498657969148947
0.2732933359872889,Colon Adenocarcinoma,C,0.8953907584300032
0.2732237291796798,Breast Cancer,C,0.009199528362591514
0.2732078749234665,Breast Cancer,C,0.7550705779163882
0.2731652941463318,Breast Cancer,C,0.6368905258552133
0.273109316083776,Colon Adenocarcinoma,C,0.8841675129895354
0.2730613540655724,Colon Adenocarcinoma,C,0.12524659501152394
0.2729571566808102,Colon Adenocarcinoma,C,0.730850270021705
0.2728358449698478,Colon Adenocarcinoma,C,0.7204130678295361
0.2727928081918072,Breast Cancer,C,0.9560600185396663
0.2727271595479538,Colon Adenocarcinoma,C,0.7264873192989174
0.2727221403166292,Colon Adenocarcinoma,C,0.8196757768572406
0.2726709120346262,Colon Adenocarcinoma,C,0.5673144527306643
0.2726678409523317,Colon Adenocarcinoma,C,0.8435374068029237
0.2726476020865949,Breast Cancer,C,0.9600192637344868
0.2726014166713026,Colon Adenocarcinoma,C,0.6829802102504584
0.2725904288867979,Breast Cancer,C,0.9278158478856913
0.2724471484964328,Breast Cancer,C,0.8051614779028773
0.2724029206980018,Breast Cancer,C,0.980757979015686
0.2723967515516908,Breast Cancer,C,0.7343624120760155
0.2722357410098577,Colon Adenocarcinoma,C,0.9778512576517875
0.2720591819155561,Breast Cancer,C,0.9323506555657298
0.2720519926907644,Breast Cancer,C,0.5566082944789676
0.2720501218811681,Colon Adenocarcinoma,C,0.25926047601304325
0.271993991065137,Colon Adenocarcinoma,C,0.7954543576600696
0.271946993078992,Breast Cancer,C,0.7894435652204125
0.2719380899049087,Breast Cancer,C,0.5823848220682635
0.2719207411247987,Colon Adenocarcinoma,C,0.8756865148836069
0.2718546294032019,Breast Cancer,C,0.0658792184954101
0.2718375100823892,Colon Adenocarcinoma,C,0.26351608828785555
0.271752755602613,Prostate Cancer,C,0.858159487090742
0.2716444689822029,Breast Cancer,C,0.960511824721454
0.2715449775190308,Breast Cancer,C,0.7597089330407789
0.2714311168906226,Breast Cancer,C,0.9276925586182726
0.2713698004471875,Breast Cancer,C,0.817017426805683
0.2713453591522531,Colon Adenocarcinoma,C,0.9767269553961553
0.2713132956365914,Colon Adenocarcinoma,C,0.609050207984768
0.2712495604911664,Breast Cancer,C,0.7800182955146393
0.2711912554272292,Breast Cancer,C,0.3748649195682242
0.2711658359069597,Breast Cancer,C,0.8750432034032664
0.2709532833882402,Breast Cancer,C,0.7603710596330263
0.2709026922583511,Breast Cancer,C,0.9544236926102789
0.2708736945510833,Breast Cancer,C,0.6062146407623993
0.2708530635277515,Breast Cancer,C,0.7476685268545495
0.2707732489808482,Colon Adenocarcinoma,C,0.8066971042688852
0.2707394358488671,Breast Cancer,C,0.9353338842714803
0.2707336827489821,Colon Adenocarcinoma,C,0.9037805224522264
0.2706301869017682,Colon Adenocarcinoma,C,0.9210307001678055
0.2705970938461794,Breast Cancer,C,0.8620673265962484
0.270593302753406,Breast Cancer,C,0.9818132749144658
0.2704982979558659,Colon Adenocarcinoma,C,0.7084467918242235
0.2704415748447993,Breast Cancer,C,0.8403677460008518
0.2704352799581501,Breast Cancer,C,0.2789147809967338
0.2703910159704347,Breast Cancer,C,0.8188593962567947
0.2703900081051181,Breast Cancer,C,0.6522803773602869
0.2703567020579409,Colon Adenocarcinoma,C,0.5978231180407068
0.2703530591340546,Colon Adenocarcinoma,C,0.6952102745370433
0.2703457019071486,Breast Cancer,C,0.8929114033142483
0.2703125917718514,Colon Adenocarcinoma,C,0.5401792988822697
0.2702965357660725,Breast Cancer,C,0.9698777666125161
0.2702956246610175,Breast Cancer,C,0.8462890305649006
0.2702735990317514,Breast Cancer,C,0.9857643276634558
0.270202672747535,Colon Adenocarcinoma,C,0.8789051480351724
0.2701224466848575,Colon Adenocarcinoma,C,0.7749943261366183
0.2701166181670513,Breast Cancer,C,0.9467035620748836
0.2700690112246988,Breast Cancer,C,0.7277498951112524
0.2700005247112187,Lung Adenocarcinoma,C,0.8694306858411779
0.2699989490704457,Breast Cancer,C,0.947256013195186
0.2699788402952747,Colon Adenocarcinoma,C,0.6676075096467075
0.2699523618671361,Colon Adenocarcinoma,C,0.8729885688763147
0.2699407842177566,Breast Cancer,C,0.7845630163112669
0.2698749400607891,Breast Cancer,C,0.7869415477167809
0.2698736514053446,Breast Cancer,C,0.06519905679003991
0.2698482125187051,Breast Cancer,C,0.9583519984770814
0.2697470539907031,Colon Adenocarcinoma,C,0.855633907116302
0.269624725272216,Breast Cancer,C,0.9116157472996415
0.2696002236920456,Breast Cancer,C,0.47893107333940305
0.2695771325116101,Breast Cancer,C,0.9962177027257295
0.2695630639304834,Breast Cancer,C,0.9826036948096908
0.2695573236780697,Breast Cancer,C,0.8096381586356893
0.2695157608669964,Colon Adenocarcinoma,C,0.9884927851510313
0.2694860114572915,Breast Cancer,C,0.26829887071650005
0.2694457811941932,Lung Adenocarcinoma,C,0.9389859477822877
0.2694237503431114,Colon Adenocarcinoma,C,0.8737770022038538
0.2694071199913957,Colon Adenocarcinoma,C,0.6637675629432308
0.2693892093385215,Breast Cancer,C,0.6677326030495373
0.2693791488184592,Breast Cancer,C,0.964462962804044
0.2693597016925563,Breast Cancer,C,0.7877143173255282
0.2692870422480337,Colon Adenocarcinoma,C,0.9271886049430909
0.2692839658795465,Breast Cancer,C,0.7721658623428602
0.269280404723641,Breast Cancer,C,0.7968237361822975
0.269212153866593,Breast Cancer,C,0.9572906743485238
0.2692047373499592,Colon Adenocarcinoma,C,0.4964622656968469
0.2691955514811135,Breast Cancer,C,0.8468168910554265
0.2691606337742708,Breast Cancer,C,0.841697977858988
0.2691550449280187,Breast Cancer,C,0.4694899229765004
0.2691435720492856,Breast Cancer,C,0.46844640423429057
0.2690734194271496,Colon Adenocarcinoma,C,0.9750860842870289
0.2690506300151917,Colon Adenocarcinoma,C,0.878736094770813
0.2690285247362025,Breast Cancer,C,0.43957832370448413
0.2688970604969779,Colon Adenocarcinoma,C,0.2887040208626945
0.2688481680470353,Breast Cancer,C,0.915448397738599
0.2688382354296623,Colon Adenocarcinoma,C,0.1793524982832676
0.2687297975821061,Colon Adenocarcinoma,C,0.7767584339543405
0.2686725539109464,Breast Cancer,C,0.680754695480332
0.26866194547427,Breast Cancer,C,0.5365044175225973
0.2686273889726963,Breast Cancer,C,0.8763164981009047
0.2686243328641352,Breast Cancer,C,0.8370455414749937
0.26861032473686,Lung Adenocarcinoma,C,0.8394531077080216
0.2685961877479333,Breast Cancer,C,0.9692536636270349
0.268537824288179,Breast Cancer,C,0.8693310056972305
0.2684363404387196,Breast Cancer,C,0.9865986687397513
0.2684245092081911,Breast Cancer,C,0.8700177391174194
0.2684212525736585,Breast Cancer,C,0.9764481598137833
0.2683931417929842,Colon Adenocarcinoma,C,0.7035699870782918
0.2683705571450679,Breast Cancer,C,0.8906257868820078
0.2683234221894753,Breast Cancer,C,0.2151958926146066
0.2682331293100845,Colon Adenocarcinoma,C,0.8906449439533064
0.2681610198626268,Lung Adenocarcinoma,C,0.8876258480154042
0.2681370890950894,Breast Cancer,C,0.7697413862201129
0.26804303589689,Breast Cancer,C,0.6603076970537667
0.2680429041169853,Colon Adenocarcinoma,C,0.8368443051230817
0.267974046903198,Breast Cancer,C,0.5400067147951187
0.2679642163195327,Breast Cancer,C,0.9104778215953195
0.2678779889645916,Colon Adenocarcinoma,C,0.6483445801552069
0.2678165294599254,Breast Cancer,C,0.37846463729367646
0.2677878812956072,Breast Cancer,C,0.7415318808795548
0.2677339641450682,Colon Adenocarcinoma,C,0.9732980230577946
0.2677329407140127,Breast Cancer,C,0.6366366251195552
0.2677140877996484,Breast Cancer,C,0.6255513422724306
0.2677006282561394,Breast Cancer,C,0.20598054877337907
0.267633658708311,Colon Adenocarcinoma,C,0.9518647391341534
0.2675560554590564,Breast Cancer,C,0.9803946603304978
0.2675458268835045,Colon Adenocarcinoma,C,0.9460076470031235
0.2675382566085916,Melanoma,C,0.8900028752896826
0.2675329900082215,Colon Adenocarcinoma,C,0.7775494726314729
0.2675243372177799,Breast Cancer,C,0.9724540150197665
0.2674924584309343,Colon Adenocarcinoma,C,0.6136425693787986
0.2674219513888883,Colon Adenocarcinoma,C,0.1784858019324839
0.2673458497243571,Breast Cancer,C,0.8421597520980189
0.2673103152825737,Colon Adenocarcinoma,C,0.045975663640701596
0.2673010337907112,Breast Cancer,C,0.998544537588925
0.267236190454682,Breast Cancer,C,0.9642213267683922
0.2671987248794104,Breast Cancer,C,0.7440548531911768
0.2671815144208493,Breast Cancer,C,0.7523944456530456
0.2671748814327834,Colon Adenocarcinoma,C,0.6794958207094839
0.2670838992494228,Breast Cancer,C,0.6439509298403766
0.2670604310363245,Breast Cancer,C,0.80721275341573
0.2669956522251995,Colon Adenocarcinoma,C,0.6696770314956155
0.2669851859609367,Breast Cancer,C,0.10474427958933757
0.2669465866357001,Breast Cancer,C,0.6865604329990843
0.2669088675477113,Colon Adenocarcinoma,C,0.8610798424884784
0.2668757613821299,Lung Adenocarcinoma,C,0.91225586521273
